url,locode,name,subdiv,iso2
https://service.unece.org/trade/locode/ao.htm,AOVNA,Viana,LUA,ao
https://service.unece.org/trade/locode/ao.htm,AOCEO,Waku Kungo,,ao
https://service.unece.org/trade/locode/ao.htm,AOXGN,Xangongo,,ao
https://service.unece.org/trade/locode/aq.htm,AQABA,Aboa,,aq
https://service.unece.org/trade/locode/aq.htm,AQAMS,Amundsen-Scott,,aq
https://service.unece.org/trade/locode/aq.htm,AQARC,Arctowski,,aq
https://service.unece.org/trade/locode/aq.htm,AQART,Artigas,,aq
https://service.unece.org/trade/locode/aq.htm,AQAPT,Arturo Prat,,aq
https://service.unece.org/trade/locode/aq.htm,AQBEL,Belgrano II,,aq
https://service.unece.org/trade/locode/aq.htm,AQBHN,Bellingshausen,,aq
https://service.unece.org/trade/locode/aq.htm,AQCAS,Casey Station,,aq
https://service.unece.org/trade/locode/aq.htm,AQCFZ,Comandante Ferraz,,aq
https://service.unece.org/trade/locode/aq.htm,AQCON,Concordia,,aq
https://service.unece.org/trade/locode/aq.htm,AQDAV,Davis Station,,aq
https://service.unece.org/trade/locode/aq.htm,AQDMF,Dome Fuji,,aq
https://service.unece.org/trade/locode/aq.htm,AQDRZ,Druzhnaya 4,,aq
https://service.unece.org/trade/locode/aq.htm,AQDDU,Dumont d'Urville Station,,aq
https://service.unece.org/trade/locode/aq.htm,AQESC,Escudero,,aq
https://service.unece.org/trade/locode/aq.htm,AQESP,Esperanza,,aq
https://service.unece.org/trade/locode/aq.htm,AQGDC,Gabriel de Castilla,,aq
https://service.unece.org/trade/locode/aq.htm,AQOHG,General Bernardo O'higgins,,aq
https://service.unece.org/trade/locode/aq.htm,AQGWL,Great Wall,,aq
https://service.unece.org/trade/locode/aq.htm,AQHLY,Halley,,aq
https://service.unece.org/trade/locode/aq.htm,AQJBS,Jang Bogo Station,,aq
https://service.unece.org/trade/locode/aq.htm,AQJCP,Juan Carlos Primero,,aq
https://service.unece.org/trade/locode/aq.htm,AQJUB,Jubany,,aq
https://service.unece.org/trade/locode/aq.htm,AQKSG,King Sejong,,aq
https://service.unece.org/trade/locode/aq.htm,AQKHN,Kohnen,,aq
https://service.unece.org/trade/locode/aq.htm,AQLAW,Law Base,,aq
https://service.unece.org/trade/locode/aq.htm,AQMTR,Maitri,,aq
https://service.unece.org/trade/locode/aq.htm,AQMRB,Marambio,,aq
https://service.unece.org/trade/locode/aq.htm,AQMZU,Mario Zucchelli,,aq
https://service.unece.org/trade/locode/aq.htm,AQMAW,Mawson Station,,aq
https://service.unece.org/trade/locode/aq.htm,AQMCM,McMurdo,,aq
https://service.unece.org/trade/locode/aq.htm,AQMIR,Mirny,,aq
https://service.unece.org/trade/locode/aq.htm,AQNEU,Neumayer,,aq
https://service.unece.org/trade/locode/aq.htm,AQNOV,Novolazarevskaya,,aq
https://service.unece.org/trade/locode/aq.htm,AQORC,Orcadas,,aq
https://service.unece.org/trade/locode/aq.htm,AQPLM,Palmer,,aq
https://service.unece.org/trade/locode/aq.htm,AQPFS,Port Foster,,aq
https://service.unece.org/trade/locode/aq.htm,AQPRO,Progress,,aq
https://service.unece.org/trade/locode/aq.htm,AQROT,Rothera,,aq
https://service.unece.org/trade/locode/aq.htm,AQSMT,San MartÃ­n,,aq
https://service.unece.org/trade/locode/aq.htm,AQSNA,SANAE IV,,aq
https://service.unece.org/trade/locode/aq.htm,AQSBA,Scott Base,,aq
https://service.unece.org/trade/locode/aq.htm,AQSGN,Signy,,aq
https://service.unece.org/trade/locode/aq.htm,AQSYW,Syowa,,aq
https://service.unece.org/trade/locode/aq.htm,AQTNM,Teniente R. Marsh,,aq
https://service.unece.org/trade/locode/aq.htm,AQTOR,Tor,,aq
https://service.unece.org/trade/locode/aq.htm,AQTRL,Troll,,aq
https://service.unece.org/trade/locode/aq.htm,AQVKY,Vernadsky,,aq
https://service.unece.org/trade/locode/aq.htm,AQVOS,Vostok,,aq
https://service.unece.org/trade/locode/aq.htm,AQWSA,Wasa,,aq
https://service.unece.org/trade/locode/aq.htm,AQZGN,Zhongshan,,aq
https://service.unece.org/trade/locode/ar.htm,ARABA,Abasto,,ar
https://service.unece.org/trade/locode/ar.htm,ARACA,AcaraguÃ¡,N,ar
https://service.unece.org/trade/locode/ar.htm,ARACS,Acassuso,B,ar
https://service.unece.org/trade/locode/ar.htm,ARAVD,Acevedo,B,ar
https://service.unece.org/trade/locode/ar.htm,ARAC5,Acheral,T,ar
https://service.unece.org/trade/locode/ar.htm,ARAMA,Adelia MarÃ­a,X,ar
https://service.unece.org/trade/locode/ar.htm,ARGEO,Agrelo,M,ar
https://service.unece.org/trade/locode/ar.htm,ARAGS,Aguilares,T,ar
https://service.unece.org/trade/locode/ar.htm,ARAIM,Aimogasta,F,ar
https://service.unece.org/trade/locode/ar.htm,ARALN,AlbardÃ³n,J,ar
https://service.unece.org/trade/locode/ar.htm,ARALI,Alberti,B,ar
https://service.unece.org/trade/locode/ar.htm,ARAEA,Aldea Escolar,U,ar
