url,locode,name,subdiv,iso2,country_id
https://service.unece.org/trade/locode/ao.htm,AOLZM,Luzamba,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOMEG,Malange,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOMLO,Malembo,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOMAL,Malongo,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOMDZ,Maquela Do Zombo,UIG,AO,7
https://service.unece.org/trade/locode/ao.htm,AOMTL,Matala,HUI,AO,7
https://service.unece.org/trade/locode/ao.htm,AOSSY,M'banza Congo,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOSPP,Menongue,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOMOS,Mocamedes,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOMSZ,Namibe,,AO,7
https://service.unece.org/trade/locode/ao.htm,AONDF,N'dalatando,CNO,AO,7
https://service.unece.org/trade/locode/ao.htm,AOGXG,Negage,,AO,7
https://service.unece.org/trade/locode/ao.htm,AONQI,NÃ³qui,,AO,7
https://service.unece.org/trade/locode/ao.htm,AO,Novo Redondo = Sumbe,,AO,7
https://service.unece.org/trade/locode/ao.htm,AONRQ,N'Riquinha,,AO,7
https://service.unece.org/trade/locode/ao.htm,AONZA,Nzagi,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOARZ,N'Zeto,,AO,7
https://service.unece.org/trade/locode/ao.htm,AONTO,N'Zeto (Ambrizete),,AO,7
https://service.unece.org/trade/locode/ao.htm,AONGV,Ondjiva,CNN,AO,7
https://service.unece.org/trade/locode/ao.htm,AOVPE,Ongiva,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOPAT,Palanca Terminal,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOPAZ,Pazflor FPSO,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOPLE,Porto Alexandre (Tombua),,AO,7
https://service.unece.org/trade/locode/ao.htm,AOPBN,Porto Amboim,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOPSA,Porto Saco (Portosalazar),,AO,7
https://service.unece.org/trade/locode/ao.htm,AORSN,River Sao Nicolau,,AO,7
https://service.unece.org/trade/locode/ao.htm,AO,San Antonio do Zaire = Soyo,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOSTC,Santa Clara,UIG,AO,7
https://service.unece.org/trade/locode/ao.htm,AOVHC,Saurimo,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOSBT,Saxi Batuque FPSO,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOSTL,Sazaire Terminal,,AO,7
https://service.unece.org/trade/locode/ao.htm,AOSZA,Soyo,,AO,7
